payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/06/2025,96772.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement is requested for the pre-approved budget categories of Salaries and Fringe Benefits for personnel working on the grant (or cooperative agreement), and any necessary purchases of Equipment or Materials and Supplies, Travel, Subawards, Other Direct Costs, and Indirect Costs.","NIH approves the payments for 4040568351 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MICHIGAN STATE UNIVERSITY,
04/29/2025,96723.96,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Expenses,"NIH approves the payments for 4040557745 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","MARKER THERAPEUTICS, INC.",
04/22/2025,96723.71,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of payroll, subcontractor, travel and operating expenses related to the development and delivery of training courses to U.S. construction workers, front-line supervisors, construction industry trainers and professionals, and other interested parties to prevent fatalities, traumatic injuries, and occupational illnesses and assist in remediating hazardous waste sites and responding to natural and man-made disasters.","NIH approves the payments for UES006185H in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE CENTER FOR CONSTRUCTION RESEARCH & TRAINING,
04/29/2025,96711.95,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Payroll and reimbursement of paid budgeted direct cost between 4/15/25-4/28/25,"NIH approves the payments for 4040558802 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MISSOURI SYSTEM,
04/28/2025,96695.45,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and other expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040556649 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/01/2025,96695.45,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and F&amp;A expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040563476 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/05/2025,96695.45,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary, fringe, supplies and F&amp;A expenses in accordance with the terms and condtions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040566646 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
05/08/2025,96695.45,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"salary (10,076.40), fringe (2,535.56), for Apr-25 salary, F&amp;A (9,142.46),subcontract expense (74,941.03) University of California, Davis in accordance with the terms and conditions of the award that were incurred after the last draw on 4/15/25","NIH approves the payments for 4040574235 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TULANE UNIVERSITY OF LOUISIANA,
04/25/2025,96692.84,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salary, supplies, indirect costs (IDC), and other reasonable and necessary expenditures incurred for the period March 2025 in the execution of the scope of work under award # RDC015557A Development of innovative therapeutics for otitis media","NIH approves the payments for 4040553218 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION,
05/08/2025,96692.27,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenditures incurred in accordance with the awarded scope of work for grant no. U19 NS132304,"NIH approves the payments for 4040573302 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JACKSON LABORATORY (THE),
05/09/2025,96690.14,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payments for 4040576357 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
04/30/2025,96687.75,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,OPERATING EXPENSES FOR RADx-Tech Variant Supplement #3,"NIH approves the payments for 4040560339 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",EMORY UNIVERSITY,
05/07/2025,96661.57,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of Salaries, Benefits, Materials and Services, University Services, F&amp;A for Sponsor Award #RAT011963A","NIH approves the payments for 4040571634 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",PRINCETON UNIVERSITY,
05/08/2025,96633.8,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency on 5R01MH127573-03","NIH approves the payments for 4040573237 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Duke University,
04/28/2025,96572.61,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,This payment request is for reimbursement of payroll and/or other expenses for this award.,"NIH approves the payments for 4040556591 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TRUSTEES OF INDIANA UNIVERSITY,
05/06/2025,96569.48,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040567765 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SPAULDING REHABILITATION HOSPITAL,
05/08/2025,96517.83,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses of conducting work funded by the agency,"NIH approves the payments for 4040573580 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DANA-FARBER CANCER INSTITUTE,
05/08/2025,96464.82,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Salary and/or other expense reimbursement to further aims of the award,"NIH approves the payments for 4040572699 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",FLORIDA INTERNATIONAL UNIVERSITY,
04/25/2025,96422.26,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payroll &amp; Fringe Benefits for staff $61,493.79 plus indirect cost as per agreement for U54 Center grant to improve healthoutcomes across various demographics.","NIH approves the payment for UMD007579I in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",PONCE MEDICAL SCHOOL FOUNDATION INC,
