piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75N98023C00021,Department of Health and Human Services,SNOWBIRD MANAGEMENT & DEVELOPMENT SERVICES LLC,1191277.04,DEIA ACTIVITIES & DATA COLLECTION/ANALYSIS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023C00021&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,595638.52
75D30123F17790,Department of Health and Human Services,DELOITTE CONSULTING LLP,1698546,FINANCIAL MANAGEMENT AND PLANNING SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17790&modNumber=P00002&idvAgencyID=&idvPIID=75D30121A10023&contractType=AWARD,2/13/2025,592794
75D30123P18124,Department of Health and Human Services,"VAAS PROFESSIONALS, LLC",971891.26,EMS TRAINING COORDINATOR,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P18124&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,4/16/2025,592269.05
75D30123P17848,Department of Health and Human Services,"POLITICO, LLC",934700,Politico Subscription,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17848&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/7/2025,590780
75D30123C16378,Department of Health and Human Services,AMERICAN NONSMOKERS RIGHTS FOUNDATION,950244,LOCAL TOBACCO CONTROL TRACKING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16378&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/6/2025,589297
75FCMC24F0011,Department of Health and Human Services,ABT GLOBAL LLC,38410136,"DEVELOPMENT AND MAINTENANCE OF HOME HEALTH QUALITY MEASUREMENT, VALUE-BASED PURCHASING MODEL AND HOSPICE ASSESSMENT INSTRUMENTS",CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0011&modNumber=P00007&idvAgencyID=&idvPIID=75FCMC18D0014&contractType=AWARD,7/25/2025,584870
75N93024F00146,Department of Health and Human Services,"AXLE INFORMATICS, LLC",856934.4,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00146&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/21/2025,584832
75N95023F00124,Department of Health and Human Services,"KELLY SERVICES, INC.",852289.26,"Scientific, Administrative, Operational Resources (SOAR) : This role will carry out analyses, project management, grant reviews and logistical support for the Office of the Chief Medical and Scientific Officer (CMSO).",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00124&modNumber=P00004&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,582397.66
75N91022F00004,Department of Health and Human Services,"INFORMATION MANAGEMENT SERVICES, INC.",6079529,CUSTOM COMPUTER PROGRAMMING SERVICES: CENTER FOR CANCER GENOMICS CLINICAL DATA CENTER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022F00004&modNumber=P00004&idvAgencyID=&idvPIID=75N91021D00017&contractType=AWARD,9/3/2025,581803
75F40124C00102,Department of Health and Human Services,"KAIVA STRATEGIES, LLC",752623.09,"DIRECT 8(A) AWARD OF A 1-YEAR BASE PERIOD AND TWO (2) OPTION PERIODS, LABOR-HOUR (LH) STAND-ALONE CONTRACT FOR PROFESSIONAL SERVICES SUPPORT FOR CENTER FOR DRUG EVALUATION AND RESEARCH (CDER).",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124C00102&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,3/21/2025,578640.12
75N91021F00011,Department of Health and Human Services,"LEIDOS BIOMEDICAL RESEARCH, INC.",9703264,HEALTH APPLIED RESEARCH: CENTRALIZED COORDINATION AND STANDARDIZATION OF ELECTRONIC HEALTH RECORD PILOT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91021F00011&modNumber=P00004&idvAgencyID=&idvPIID=75N91019D00024&contractType=AWARD,6/17/2025,577878
75D30123F00001,Department of Health and Human Services,"VYSNOVA PARTNERS, LLC",1355294.54,PROFESSIONAL SEVICES IN RWANDA,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F00001&modNumber=P00004&idvAgencyID=&idvPIID=75D30123D18137&contractType=AWARD,7/25/2025,569274.17
75N95024F00001,Department of Health and Human Services,ADVANCED AUTOMATION TECHNOLOGIES INC,1444202.28,ONE (1) SENIOR ADMINISTRATIVE ASSISTANT LEVEL 3 AND TWO (2) EXECUTIVE ASSISTANT (ADMIN 4),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00001&modNumber=P00003&idvAgencyID=&idvPIID=75N98023D00015&contractType=AWARD,2/7/2025,562696.32
75D30123F17126,Department of Health and Human Services,DELOITTE CONSULTING LLP,8481219,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: ELECTRONIC CASE REPORTING GO LIVE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17126&modNumber=P00003&idvAgencyID=&idvPIID=75D30119A04871&contractType=AWARD,8/22/2025,560000.04
75FCMC21F0118,Department of Health and Human Services,"UNISON SOFTWARE, INC.",15978782.23,SOFTWARE: COMPREHENSIVE ACQUISITION MANAGEMENT SYSTEM,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC21F0118&modNumber=P00008&idvAgencyID=&idvPIID=47QTCA19D00EP&contractType=AWARD,7/30/2025,556706.84
75D30122F15418,Department of Health and Human Services,BRUNET GARCIA ADVERTISING INC,1882283.28,MARKETING CONSULTING SERVICES EARNED & PAID MEDIA,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15418&modNumber=P00008&idvAgencyID=&idvPIID=HHSD2002015M88153B&contractType=AWARD,5/9/2025,549069.76
75R60223C00010,Department of Health and Human Services,RESEARCH TRIANGLE INSTITUTE,3817891.42,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES: NEWBORN SCREENING CLEARINGHOUSE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223C00010&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,7/21/2025,547549.74
75N94024F00001,Department of Health and Human Services,"CONTEMPORARIES, INC.",675842.46,ADMINISTRATIVE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N98023D00023&contractType=AWARD,5/7/2025,545973.66
75N91020F00027,Department of Health and Human Services,"LEIDOS BIOMEDICAL RESEARCH, INC.",6453428,MANUFACTURE OF TWO HIV DNA VACCINES AND ONE HIV PROTEIN VACCINE COMPONENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91020F00027&modNumber=P00018&idvAgencyID=&idvPIID=75N91019D00024&contractType=AWARD,5/2/2025,545712
75H71125F27010,Department of Health and Human Services,MITCHELL CONSULTING SERVICES GROUP INC,544684.32,"FACILITIES SUPPORT SERVICES: INFORMATION TECHNOLOGY PROJECT MANAGER FOR ENTERPRISE RESOURCE PLANNING, NATIONAL SUPPLY SERVICE CENTER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H71125F27010&modNumber=P00001&idvAgencyID=&idvPIID=75H71124D00004&contractType=AWARD,7/30/2025,544684.32
75N95024F00043,Department of Health and Human Services,"22ND CENTURY TECHNOLOGIES, INC.",667125.76,"Scientific, Administrative, Operational Resources (SOAR) : Providing compliance support services necessary to ensure the practices and procedures are compliant with federal laws for the specialized area of ""Other Transaction"" awards",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00043&modNumber=P00001&idvAgencyID=&idvPIID=75N95021D00019&contractType=AWARD,2/24/2025,542039.68
75R60221F80143,Department of Health and Human Services,"SAFETY RESEARCH CORP OF AMERICA, L.L.C.",814927.83,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES BUREAU OF PRIMARY HEALTH CARE (BPHC) ONLINE COURSE TRAINING ACQUISITION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80143&modNumber=P00011&idvAgencyID=&idvPIID=GS00F0032Y&contractType=AWARD,4/15/2025,539979.32
75R60222F80139,Department of Health and Human Services,THE MITRE CORPORATION,3037719,RURAL HEALTH DATA SOLUTION STRATEGY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60222F80139&modNumber=P00006&idvAgencyID=&idvPIID=75FCMC18D0047&contractType=AWARD,4/16/2025,539252
75N98120F00004,Department of Health and Human Services,"ICF Incorporated, LLC",2145221.54,Healthy Brain Resource Center (HBRC) Maintenance &Improved Functionality Support Services,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98120F00004&modNumber=P00017&idvAgencyID=&idvPIID=HHSN316201200028W&contractType=AWARD,2/13/2025,536922.91
75N91021C00007,Department of Health and Human Services,"DAS FEDERAL, LLC",8396517,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: OPERATION & SUPPORT OF THE CTEP PROTOCOL AND INFORMATION OFFICE, CANCER THERAPY EVALUATION PROGRAM",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91021C00007&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,8/13/2025,536054
75P00120F37056,Department of Health and Human Services,"MATHEMATICA POLICY RESEARCH, INC.",3257509,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES RAPID CYCLE EVALUATION TRAINING AND TECHNICAL ASSISTANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00120F37056&modNumber=P00005&idvAgencyID=&idvPIID=HHSP233201500035I&contractType=AWARD,4/17/2025,534600
75F40124F80338,Department of Health and Human Services,CHAGS HEALTH INFORMATION TECHNOLOGY LLC,944275.52,CHATBOT SOLUTION FOR DIVISION OF FOOD DEFENSE TARGETING (DFDT),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80338&modNumber=P00001&idvAgencyID=&idvPIID=47QTCB21D0273&contractType=AWARD,4/10/2025,533107.96
75D30124F00003,Department of Health and Human Services,"GOLDBELT PROFESSIONAL SERVICES, LLC",778359.96,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: EXTERNAL ENGAGEMENT SUPPORT, NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00003&modNumber=P00002&idvAgencyID=&idvPIID=75D30124D18711&contractType=AWARD,7/31/2025,530859.96
75D30123F00003,Department of Health and Human Services,"TANAQ SUPPORT SERVICES, LLC",1552996.88,HIGH IMPACK PROGRAM EVALUTION PROJECTS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F00003&modNumber=P00002&idvAgencyID=&idvPIID=75D30122D15072&contractType=AWARD,4/16/2025,530310.24
75D30124F20306,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,642729.07,COMPLETION OF FERRET IT TOOL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20306&modNumber=P00005&idvAgencyID=&idvPIID=HHSN316201200008W&contractType=AWARD,3/14/2025,527971.17
75D30124C19043,Department of Health and Human Services,K.L. SCOTT & ASSOCIATES LLC,1038420.21,OHE STRATEGIC PLANNING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19043&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/10/2025,527505.59
75N91024F00001,Department of Health and Human Services,HENRY FORD HEALTH SYSTEM,23563700,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES/DATA COLLECTION: CONNECT FOR CANCER PREVENTION",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N91018D00020&contractType=AWARD,7/30/2025,522643
75R60224F80012,Department of Health and Human Services,"LEONARD RESOURCE GROUP, INC., THE",641017.19,GRAPHIC DESIGN SERVICES: ADVISORY COMMITTEE ON HERITABLE DISORDERS IN NEWBORN CHILDREN (ACHDNC): ADVISORY COMMITTEE LOGISTICS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80012&modNumber=P00004&idvAgencyID=&idvPIID=GS07F409AA&contractType=AWARD,9/15/2025,521751.87
75F40122F19018,Department of Health and Human Services,"WESTAT, INC",1297225,"RAPID MESSAGE TESTING WITH CONSUMER, CAREGIVER, AND HEALTHCARE PROFESSIONAL PANELS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19018&modNumber=P00004&idvAgencyID=&idvPIID=75F40120A00018&contractType=AWARD,5/30/2025,518890
75D30123C17424,Department of Health and Human Services,"EBSCO INFORMATION SERVICES, LLC",847901,EBSCO SUBCRIPTIONS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17424&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3/24/2025,518276
75N93018F00001,Department of Health and Human Services,BATTELLE MEMORIAL INSTITUTE,1429082.54,TASK ORDER 1 BASE AWARD; BIOD CAN 8470038,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93018F00001&modNumber=P00010&idvAgencyID=&idvPIID=75N93018D00013&contractType=AWARD,4/21/2025,517687
75FCMC24F0027,Department of Health and Human Services,"COFORMA, LLC",24475144,BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES: MEDICAID DATA COLLECTION TOOL,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0027&modNumber=P00005&idvAgencyID=&idvPIID=47QTCA20D000W&contractType=AWARD,8/7/2025,515189.28
75P00123F37006,Department of Health and Human Services,"GLOBAL EVALUATION & APPLIED RESEARCH SOLUTIONS (GEARS), INC.",848851,PUBLIC HEALTH REPORTS EDITING SERVICES,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123F37006&modNumber=P00007&idvAgencyID=&idvPIID=HHSP233201500086I&contractType=AWARD,2/7/2025,514130
75D30121C10314,Department of Health and Human Services,"ASRT, INC",2402583.6,HEALTH COMMUNICATIONS AND PUBLIC HEALTH ANALYSIS SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10314&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,4/17/2025,512788.8
75D30122F13516,Department of Health and Human Services,BRUNET GARCIA ADVERTISING INC,2049630.48,MARKETING CONSULTING SERVICES STILL GOINGSTRONG CAMPAIGN,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F13516&modNumber=P00003&idvAgencyID=&idvPIID=HHSD2002015M88153B&contractType=AWARD,4/24/2025,511545.72
75N91022F00001,Department of Health and Human Services,"WEBFIRST, INC.",1903545.59,"WEBSITE MAINTENANCE AND ENHANCEMENTS IN SUPPORT OF THE CENTER FOR CANCER RESEARCH, NATIONAL CANCER INSTITUTE, NATIONAL INSTITUTES OF HEALTH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022F00001&modNumber=P00003&idvAgencyID=&idvPIID=HHSN316201200189W&contractType=AWARD,7/29/2025,510164.26
75N94024F00052,Department of Health and Human Services,NEEVSYS INC.,4199551.52,"INFORMATION TECHNOLOGY, PROGRAM MANAGEMENT, AND SECURITY SERVICES SUPPORT, NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024F00052&modNumber=P00003&idvAgencyID=&idvPIID=GS35F091CA&contractType=AWARD,8/22/2025,508076.04
75D30123C16758,Department of Health and Human Services,TRUTH INITIATIVE FOUNDATION,921740,YOUTH TOBACCO,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16758&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/6/2025,504663
75D30121C10792,Department of Health and Human Services,BEVERA SOLUTIONS LLC,2084443.72,DRH Communications/Emergency Preparedness Contract,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10792&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,4/17/2025,504254.72
75H71221P00209,Department of Health and Human Services,GE HEALTHCARE IITS USA CORP.,502687,"COMPUTER THIN CLIENT SERVICES, PHOENIX INDIAN MEDICAL CENTER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H71221P00209&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,6/25/2025,502687
75N95024C00009,Department of Health and Human Services,MOLECULAR DEVICES LLC,742212.7,SERVICE AGREEMENT - FIVE CONFOCAL HIGH-CONTENT IMAGING SYSTEMS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024C00009&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/1/2025,502084.35
75R60221F34004,Department of Health and Human Services,"ABT ASSOCIATES, INC.",10532118,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: HEMOGLOBINOPATHIES NATIONAL COORDINATING CENTER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F34004&modNumber=P00011&idvAgencyID=&idvPIID=75R60219D00038&contractType=AWARD,8/22/2025,501414.2
75N97024F00106,Department of Health and Human Services,NETSECURITY CORPORATION,1408144.64,STRATEGIC AND GOVERNANCE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97024F00106&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB21D0434&contractType=AWARD,5/2/2025,500000
75D30123F18017,Department of Health and Human Services,"ICF INCORPORATED, L.L.C.",1500000,OCIO BUSINESS SUCCESSION PLANNING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18017&modNumber=P00007&idvAgencyID=&idvPIID=75D30120A07341&contractType=AWARD,2/7/2025,500000
75N95024C00037,Department of Health and Human Services,VERILY LIFE SCIENCES LLC,750000,BUSINESS APPLICATION SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024C00037&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/13/2025,500000
75N91025F00001,Department of Health and Human Services,"INFORMATION MANAGEMENT SERVICES, INC.",28633322,"DATA MODELING, ACQUISITION AND MANAGEMENT; DATA ANALYTICS, INCLUDING STATISTICAL PROGRAMMING AND BIOINFORMATICS; AND TOOL AND SOFTWARE DEVELOPMENT",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91025F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N91020D00007&contractType=AWARD,7/29/2025,500000
75N92024F00001,Department of Health and Human Services,REGENTS OF THE UNIVERSITY OF MICHIGAN,5114949,"HEALTH BASIC RESEARCH: TRANS-OMICS FOR PRECISION MEDICINE, INFORMATICS RESEARCH CENTER, NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00001&modNumber=P00003&idvAgencyID=&idvPIID=75N92024D00008&contractType=AWARD,8/1/2025,500000
75P00120F37005,Department of Health and Human Services,SRI INTERNATIONAL,5250000,DATA GOVERNANCE CONSULTING AND SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00120F37005&modNumber=P00009&idvAgencyID=&idvPIID=HHSP233201500041I&contractType=AWARD,5/6/2025,496920
75N91023F00001,Department of Health and Human Services,"WESTAT, INC.",19800500,"HEALTH BASIC RESEARCH: INTERDISCIPLINARY STUDIES OF OCCUPATIONAL AND ENVIRONMENTAL CANCER SUPPORT SERVICES, OCCUPATIONAL AND ENVIRONMENTAL EPIDEMIOLOGY BRANCH",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00001&modNumber=P00005&idvAgencyID=&idvPIID=75N91022D00006&contractType=AWARD,8/14/2025,493225
75N93025F00004,Department of Health and Human Services,"AXLE INFORMATICS, LLC",718483.2,SOFTWARE RENEWAL - AUTODESK,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93025F00004&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/21/2025,490348.8
75N95023F00139,Department of Health and Human Services,"KELLY SERVICES, INC.",810451.2,"Scientific, Administrative, Operational Resources (SOAR): Task order is unoccupied and will be closed.",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00139&modNumber=P00002&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,486270.72
