date,agency,recipient,value,savings,link,description
3/23/2025,Department of Health and Human Services,KAISER FOUNDATION RESEARCH INSTITUTE,7351141,1748994,,"Abstract Infectious diseases continue to pose a significant threat to human health, with many types of infections having far-reaching, global consequences. The ability to develop vaccines, therapeutics, devices and diagnostics to prevent, treat, and identify infectious diseases is a critical public health need. Clinical trials are an integral component of these development efforts. Since the 1960s the Vaccine and Treatment Evaluation Units (VTEUs) have conducted trials that have evaluated promising vaccine and therapeutic candidates for infectious diseases such as influenza (including pandemic and avian influenza), malaria, tuberculosis, pneumococcal infection, in children and adults. In addition, the VTEUs have quickly launched trials in response to newly emerging and reemerging infectious diseases, such as the 2009 influenza H1N1 pandemic, and Waves 1 and 5 of the H7N9 avian influenza outbreaks in China. These efforts have provided data that informed public health policy. This proposal is in response to a new VTEU structure which will involve greater collaboration between the VTEUs, NIAID, and the newly formed Leadership Group structure that are all part of the NIAID Infectious Diseases Clinical Research Consortium (IDCRC). The IDCRC will enhance integration and efficiency of operations and, importantly, will foster the collaborative team science approaches now recognized as optimal to address important and complicated public health research priorities. Under the new cooperative agreement, the Kaiser Washington VTEU will continue to conduct clinical research and trials, including trials conducted under an IND or IDE, within the Kaiser Washington integrated care system to contribute to the priority research foci of NIAID. These priority areas include malaria, influenza and other respiratory infections, acute respiratory infections and include clinical trials, including human challenge models, and pharmacokinetic studies. The research will be conducted in collaboration with Seattle area infectious disease research partners who will provide scientific expertise, specialized facilities, and advanced immunologic laboratory capabilities. The Kaiser Washington VTEU will also develop and maintain surge capacity for clinical site, pharmacy and laboratory operations to enable the rapid initiation of clinical trials and other studies in response to emerging and reemerging infectious disease threats of public health importance."
3/21/2025,Department of Health and Human Services,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",9032778,1747444.96,https://usaspending.gov/award/ASST_NON_U01MD019398_7529,Increasing financial and health equity among low income black youth and young adults
3/23/2025,Department of Health and Human Services,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,10537358,1744243,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,WY ST DEPARTMENT OF HEALTH,3397896,1740761,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICES,2842000,1736386,,EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)
3/23/2025,Department of Health and Human Services,MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES,2562376,1730176,,CK19-1904 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)
3/23/2025,Department of Health and Human Services,MONTGOMERY COUNTY HEALTH AND HUMAN SERVICES,4999994,1727521,,Restore to Strength: Strengthening People and Community Mental Health Centers
3/23/2025,Department of Health and Human Services,Departamento De Salud Oficial,3273158,1725922,,Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
1/28/2025,Department of Health and Human Services,World Health Organization,1715000,1715000,,Collaboration in Regulatory Systems Strengthening and Standardization Activities to Increase Global access to safe and effective Biological Products.
3/23/2025,Department of Health and Human Services,Maine St. Department of Health and Human Services,3295196,1709226,,"Epidemiology and Laboratory Capacity for Infectious Diseases (ELC) - Building and Strengthening Epidemiology,Laboratory and Health Information Systems Capacity in State and Local Health Departments"
3/24/2025,Department of Health and Human Services,King County,16997541,1703996.83,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,2329247,1699799,,Anti-semitism task force
3/23/2025,Department of Health and Human Services,HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,2096561,1694576,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,2335783,1672271,,Anti-semitism task force
3/23/2025,Department of Health and Human Services,"UNIVERSITY OF TEXAS, MEDICAL BRANCH AT GALVESTON",7131815,1671714,,"PANDEMIC PREPAREDNESS: BIOCONTAINMENT FACILITY UPGRADE AND INTEGRATION AT UTMB/GALVESTON NATIONAL LABORATORY - PROJECT SUMMARY/ABSTRACT TOWARD MAINTAINING AND IMPROVING PANDEMIC PREPAREDNESS, WE PROPOSE VALUE-ADDED FACILITY UPGRADES THAT BETTER INTEGRATE THE HIGH-CONTAINMENT COMMUNITIES AT THE UNIVERSITY OF TEXAS MEDICAL BRANCH (UTMB), GALVESTON. UTMB LABORATORIES INTEGRATE OPERATIONS THROUGH JOINT-FACILITY MANAGEMENT, USAGE, AND COLLABORATIONS THAT INCLUDE EDUCATING THE NEXT GENERATION OF RESEARCH SCIENTISTS AND MEDICAL STAFF. THE UTMB COMMUNITY CONTAINS THE ROBERT E. SHOPE LABORATORY (SHOPE)â€”THE FIRST FULL-SIZED BSL-4 FACILITY WITHIN A UNIVERSITY IN THE UNITED STATES, A STRUCTURALLY SEPARATE HIGH-CONTAINMENT GALVESTON NATIONAL LABORATORY (GNL), AND BSL3 LABORATORIES OF MARY MOODY NORTHEN PAVILION (MMNP). EACH FACILITY SUPPORTS MULTIPLE EXPERIENCED, PUBLISHED, AND GOVERNMENTALLY-FUNDED INVESTIGATORS RESEARCHING PATHOGENS WITH PANDEMIC POTENTIAL, AS WELL AS FACILITATING BIOMEDICAL RESEARCH OF VACCINES AND THERAPEUTICS. OUR CORPUS OF RESEARCHERS INCLUDES 31 EXPERTS IN ONE OR MORE OF SIX OUT OF THE SEVEN RNA VIRUSES OF FOCUS BY NIAID TOWARD PANDEMIC PREPAREDNESS. THE REQUESTED FINANCIAL SUPPORT WILL ENHANCE FACILITY CAPABILITIES AND SECURITY WITHIN AN INTEGRATED SYSTEM OF SERVICES AND OPERATIONAL FUNCTIONS THAT SUPPORT THE MANDATE OF THE GNL WITHIN THE UTMB HIGH-CONTAINMENT COMMUNITY. WE PROPOSE TO ENHANCE INTEGRATION OF SYSTEMS TO PROVIDE A COMPREHENSIVE PROTECTION OF ALL UTMB HIGH-CONTAINMENT FACILITIES AGAINST CYBERATTACK, WHILE IMPROVING WORKFLOW, BIOSAFETY, BIOSECURITY, AND TRAINING CAPACITIES THROUGH MODERNIZATION OF SPECIFIC ANTIQUATED HIGH-CONTAINMENT AREAS THAT ARE ALSO ESSENTIAL TO PANDEMIC RESPONSIVITY. OF PRIORITY IS TO UPGRADE EQUIPMENT AND SUPPORTIVE INFRASTRUCTURE UTILIZED IN HIGH-CONTAINMENT RNA VIRAL RESEARCH REACHING â€œEND-OF-LIFEâ€ (EOL) OR â€œEND-OF-SERVICEâ€ (EOS), PRIOR TO EXPERIENCING DIFFICULTIES PROCURING PARTS OR HAVING STOPPAGE RESULTING IN LOST TIME, FUNDS, AND MITIGATING PREPAREDNESS. ADDITIONALLY, WE WILL REMEDY SPECIFIC INFRASTRUCTURAL SHORTCOMINGS TO IMPROVE FACILITY OPERATIONS. FURTHERMORE, AS A LEADER IN TEACHING THE FUTURE INVESTIGATORS OF HIGH-CONSEQUENCE PATHOGENS, THE GNL PROPOSES TO UPGRADE A TRAINING AREA TO BETTER REFLECT THE ACTUAL BSL4 ENVIRONMENT. WE WILL MEET THESE GOALS THROUGH THREE AIMS: AIM 1: INTEGRATE CYBERSECURITY SYSTEMS UNDER THE GNL ISOLATED PROTECTION, WHILE MODERNIZING SAFETY AND SECURITY OF VIRTUAL AND PHYSICAL STRUCTURES OF UTMB HIGH-CONTAINMENT FACILITIES. AIM 2: MODERNIZE FACILITY AND EQUIPMENT OF INTEGRATED USAGE AMONG UTMBâ€™S RESEARCH COMMUNITY DIRECTLY IN SUPPORT OF BSL3 AND BSL4 RNA RESEARCH OF VIRUSES WITH HIGH PANDEMIC OR WEAPONIZATION POTENTIAL. AIM 3: IMPLEMENT PANDEMIC PREPAREDNESS TOWARD EFFECTIVE FUTURE STRATEGIC RESPONSE CAPACITY. ULTIMATELY, MODERNIZATIONS AND INTEGRATIONS OF SYSTEMS, OPERATIONS, AND TRAINING WILL BETTER POSITION UTMB TO CONTRIBUTE AS A GLOBAL RESEARCH LEADER IN DISCOVERY AND DEVELOPMENT OF SOLUTIONS AGAINST HIGH- CONSEQUENCE PATHOGENS. THIS PROPOSAL IS FRAMED TO PROVIDE ENHANCED SECURITY AND CAPACITIES TO FURTHER SUPPORT OUR ROLES AS COLLABORATOR, REFERENCE CENTER AND REPOSITORY, INSTITUTIONAL MODEL, AND TRAINER TOWARD STRATEGIC IMPLEMENTATION OF A GLOBAL PANDEMIC PREPAREDNESS."
3/21/2025,Department of Health and Human Services,UNIVERSITY OF ILLINOIS AT CHICAGO,3827431,1669152,https://usaspending.gov/award/ASST_NON_UH3AI169631_7529,Keeping it LITE 2: Exploring HIV Risk in Vulnerable Youth with Limited Interaction and Digital Health Intervention (LITE-2)
3/24/2025,Department of Health and Human Services,Southern Nevada Health Dist,22606672,1667088.58,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/23/2025,Department of Health and Human Services,Prisma Health-Midlands,1950000,1658373,,Strengthening Healthcare Infection Prevention and Control
3/21/2025,Department of Health and Human Services,CHILDREN'S HOSPITAL OF LOS ANGELES,14350696,1655397.18,https://usaspending.gov/award/ASST_NON_U01DA036926_7529,Using Longitudinal Research to Engage African American and Latinx Sexual- and Gender-Minority Youth in the HIV Prevention and Care Continua and Reduce HIV/AIDS-Related Disparities
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,2154447,1643748,,Anti-semitism task force
3/23/2025,Department of Health and Human Services,DELAWARE DEPARTMENT OF STATE,5640385,1619636,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/21/2025,Department of Health and Human Services,MOREHOUSE SCHOOL OF MEDICINE,2961102,1615839.48,https://usaspending.gov/award/ASST_NON_U54HD113292_7529,Center to Advance Reproductive Justice and Behavioral Health among Black Pregnant/Postpartum Women and Birthing People (CORAL).
3/20/2025,Department of Health and Human Services,JOHNS HOPKINS UNIVERSITY,5299769,1607472.74,https://usaspending.gov/award/ASST_NON_R01AI172092_7529,Enhanced COhort methods for HIV Research and Epidemiology (ENCORE) among transgender women in the United States
3/23/2025,Department of Health and Human Services,UNIVERSITY OF OREGON,2564647,1607167,,"7. PROJECT SUMMARY/ABSTRACT The United States is experiencing an opioid epidemic of historic significance, with over 40,000 deaths from overdose in the past year. The economic costs of the epidemic in 2015 alone were estimated at over $500 billion, and in 2017 the US Department of Health and Human Services designated the opioid epidemic as a public health emergency. National-level epidemiological data indicate that the rates opioid misuse, addiction, overdose, and fatalities are increasing at a particularly fast rate among women, and among individuals in child- bearing and child-rearing age groups. Opioid-using behaviors among women who are parenting can have significant detrimental effects on their parenting, parent-child relationships, and downstream effects on child brain development, health, and subsequent risk for drug use. The lack of a strong scientific knowledge base about effective strategies for reducing opioid abuse and addiction in this population is a gap of enormous consequences given the well-established effects of substance use on parenting skills, and the known effects of maternal opioid use on infant development. The limited research on this topic that does exist suggests that family-focused treatment approaches may hold the greatest promise, but the interventions that have been developed to date have limitations in terms of scalability. In addition to a need for scientific research on this topic, there is a parallel need to make reliable information available to researchers, policy makers, and the general public. The overall goal of the Prevention Research Center: Parenting Among Women Who Are Opioid Users (PWO Center) is to improve the well-being of individuals, families, and communities affected by the opioid crisis through a focus on behavioral (parental responsivity, warmth) and neurocognitive systems (e.g., executive functioning, reward responsiveness) that are underlying mechanisms common to both addiction issues and parenting challenges. The PWO Center's Research Projects and Cores are based upon a unifying conceptual model and employ a translational science approach in which basic science investigations of underlying mechanisms are leveraged in the development and evaluation of scalable interventions that are designed to deliver population-level impacts on policy and practice. Our multidisciplinary investigative team has been conducting research on family-based parenting interventions for families with substance use histories for the past 20 years and has a long and productive history of collaboration and productivity. We have strong support for the proposed PWO Center from our state governor, our community partners, and our university leadership. The anticipated long-term, public health outcomes of the PWO Center are to improve evidence- based prevention of substance abuse, reduce maternal opioid misuse and addiction, reduce intergenerational transmission of drug addiction, increase scientific understanding and public awareness of how opioids impact maternal parenting practices via underlying behavioral and neurocognitive mechanisms, ready the next generation of researchers and practitioners in this area, and increase evidence-based policy."
3/23/2025,Department of Health and Human Services,UNIVERSITY OF ROCHESTER,10005677,1598936,,"The Vaccine and Treatment Evaluation Units (VTEUs) are a critical resource for the NIAID Infectious Diseases Clinical Research Consortium to conduct clinical research and trials to evaluate vaccines, preventive biologics, therapeutics, diagnostics, predictive markers, and devices for the treatment and prevention of infectious diseases in people of all ages and risk categories. The VTEU network sites must flexible and respond to emerging threats and changing NIAID priorities. To this end, the University of Rochester VTEU (UR VTEU) will collaborate with NIAID and the VTEU leadership group (VTEU LG) to address and prioritize initiatives for infectious diseases such as respiratory, enteric, sexually transmitted infections and antibiotic resistant organisms as well as maintain flexibility to switch focus to emerging threats as the need arises. The University of Rochester is fortunate to enjoy a community with a very positive attitude towards clinical research and collaborative relationships between the major healthcare providers in the city providing access to all the hospitals, clinics and practices in the area. The UR VTEU offers a very experienced administrative and clinical group with a proven track record of successful multicenter clinical trial work. With the support of the VTEU LG, the UR VTEU will be well positioned to develop as well as implement concepts and projects that address important NIAID priorities and formulate best practices, efficiencies and standard operating procedures among VTEU sites. UR VTEU investigators have expertise in adult and pediatric clinical research as well as recruitment of vulnerable populations into clinical trials and thus can anticipate successful recruitment of young and older adults, infants, young children and adolescents, and pregnant women. Additionally, the close relationship of the Monroe County Health Department with the University provides access to patients with sexually transmitted diseases for study participation. We will provide capacity to perform phase 1-3 clinical trials and pharmacokinetic studies as well as surge capacity in terms of personnel and clinical research sites to rapidly respond to urgent NIAID demands. Importantly, our investigators have experience conducting challenge and isolation studies and can provide VTEU facilities for such projects. Our research laboratory expertise will provide the VTEU network with a variety of state of the art technologies to interrogate the host response to infection and immunization as well as develop a deeper understanding of pathogenesis for many infectious diseases. Specifically, core faculty have expertise in a wide range of novel immunologic assays as well as transcriptional and microbiome analysis. In addition, the UR VTEU will provide research opportunities and education for junior faculty to train the next generation of physician scientists. All clinical trials will adhere to NIAID/NIH requirements and comply with Good Clinical Practice. In summary, the UR VTEU site will offer an enthusiastic and diverse group of investigators with a track record of participating in collaborative research and the necessary scientific, clinical, administrative and organizational structure to support NIAID activities."
